rsi,rsi_umbral,rsi_distancia,rsi_distancia_rel,volatilidad,tp_pct,sl_pct,tp_sl_ratio,vol_tp_interac,spread_tp_sl,log_precio,monto,es_btc,es_eth,hora,mes,es_ny_night,ganancia_neta,target
39.8,40.0,0.20000000000000284,0.005000000000000071,6.15,4.92,9.452504340798173,0.5204969839331016,30.258000000000003,9.917301465278259,7.671524004020854,5.0,0,1,20,3,0,0.04,1
39.0,40.0,1.0,0.025,5.52,4.41,9.014925642425077,0.48918872710897704,24.3432,9.412750966660214,7.660722051526585,5.0,0,1,18,3,0,0.02,1
12.7,30.0,17.3,0.5766666666666667,3.87,3.09,6.748623066057357,0.45787117901744395,11.9583,6.9572994736362475,11.140674412266332,5.0,1,0,23,3,1,0.02,1
17.8,40.0,22.2,0.5549999999999999,6.23,4.99,9.511946965238138,0.5246034295855719,31.087700000000005,9.986252616553383,7.643803890534937,5.0,0,1,0,3,1,0.03,1
25.7,40.0,14.3,0.35750000000000004,6.01,4.81,9.35834944494368,0.5139795247332685,28.908099999999997,9.808351844892952,7.6507825057647185,5.0,0,1,2,3,1,0.01,1
30.1,40.0,9.899999999999999,0.24749999999999997,5.81,4.65,9.221169295939225,0.5042744418593145,27.0165,9.64994410952621,7.64653526353928,5.0,0,1,7,3,0,-0.06,0
29.1,40.0,10.899999999999999,0.27249999999999996,5.56,4.45,9.048194820539468,0.4918108073776736,24.742,9.450932559881684,7.641295562101328,5.0,0,1,12,3,0,-0.03,0
35.3,40.0,4.700000000000003,0.11750000000000008,5.57,4.46,9.055107550914588,0.4925397047934046,24.842200000000002,9.458860005883475,7.66930382278919,5.0,0,1,3,3,1,0.05,1
37.3,40.0,2.700000000000003,0.06750000000000007,5.39,4.31,8.924342628576632,0.4829487368849949,23.230899999999995,9.308875055116474,7.654049784152924,5.0,0,1,17,3,0,0.02,1
12.3,40.0,27.7,0.6925,4.87,3.89,8.434074449798501,0.4612242900100243,18.944300000000002,8.762521896545822,7.625307225830633,5.0,0,1,17,3,0,0.03,1
26.6,40.0,13.399999999999999,0.33499999999999996,4.57,3.65,7.9305527652277945,0.4602453458230233,16.680500000000002,8.220292606385813,7.632832235211169,5.0,0,1,20,3,0,0.02,1
16.5,30.0,13.5,0.45,4.26,3.41,7.419353903385617,0.459608753592943,14.5266,7.6723488886070506,11.108001910195583,5.0,1,0,11,3,0,-0.04,0
37.9,40.0,2.1000000000000014,0.05250000000000003,4.52,3.62,7.850639425039629,0.461108936993591,16.362399999999997,8.134456096169354,7.617307163567359,5.0,0,1,22,3,1,0.09,1
35.6,40.0,4.399999999999999,0.10999999999999996,4.85,3.88,8.408373561084293,0.46144476952801544,18.817999999999998,8.734793070027827,7.637181349774443,5.0,0,1,2,4,1,0.02,1
24.5,30.0,5.5,0.18333333333333332,3.83,3.06,6.685756331039661,0.4576894293609648,11.719800000000001,6.8905041393620206,11.102401633067627,5.0,1,0,4,4,1,0.01,1
23.4,30.0,6.600000000000001,0.22000000000000006,3.77,3.01,6.579129782963977,0.4575073146898705,11.3477,6.7773023420092,11.106332821432837,5.0,1,0,5,4,1,0.02,1
29.9,30.0,0.10000000000000142,0.003333333333333381,3.76,3.01,6.569996581755921,0.45814331294454586,11.317599999999999,6.76761071172338,11.104314614197751,5.0,1,0,10,4,0,0.03,1
24.5,30.0,5.5,0.18333333333333332,3.05,2.44,5.362242239999815,0.4550335271686801,7.441999999999999,5.493156077879455,11.111427228412959,5.0,1,0,5,4,1,0.02,1
37.6,40.0,2.3999999999999986,0.05999999999999996,4.05,3.24,7.068165193748888,0.4583933611038786,13.122,7.297391006977269,7.652265501497214,5.0,0,1,22,4,1,-0.02,0
36.6,40.0,3.3999999999999986,0.08499999999999996,3.97,3.18,6.93118042138191,0.45879630981615466,12.624600000000001,7.151468550056012,7.652944473569118,5.0,0,1,2,4,1,0.01,1
33.8,40.0,6.200000000000003,0.15500000000000008,4.14,3.31,7.219671200516409,0.45846963221306286,13.703399999999998,7.459015618052997,7.656441229132785,5.0,0,1,4,4,1,0.03,1
29.0,30.0,1.0,0.03333333333333333,3.04,2.43,5.342666580607524,0.45482905649030425,7.387200000000001,5.4726150082278835,11.137053139108806,5.0,1,0,5,4,1,0.01,1
28.8,30.0,1.1999999999999993,0.03999999999999997,3.29,2.63,5.775777973995,0.4553499133521708,8.6527,5.9279494556766315,11.130755847590583,5.0,1,0,10,4,0,0.03,1
32.5,40.0,7.5,0.1875,4.66,3.73,8.088581314878883,0.46114390828199914,17.381800000000002,8.390202815876872,7.644718367826506,5.0,0,1,11,4,0,0.02,1
39.8,40.0,0.20000000000000284,0.005000000000000071,4.02,3.21,7.007188765464212,0.4581009742196297,12.904199999999998,7.232421032449795,7.643147441135828,5.0,0,1,18,4,0,0.06,1
32.6,40.0,7.399999999999999,0.18499999999999997,5.11,4.09,8.729009020048917,0.46855261469039927,20.8999,9.085649729867614,7.694037548277235,5.0,0,1,14,4,0,0.04,1
38.5,40.0,1.5,0.0375,4.73,3.78,8.204506460310224,0.46072241130968317,17.8794,8.514997206335932,7.696853343142797,5.0,0,1,18,4,0,0.02,1
39.7,40.0,0.29999999999999716,0.007499999999999929,4.55,3.64,7.895047092573915,0.46104854819976765,16.562,8.18215140668202,7.700661817965242,5.0,0,1,20,4,0,0.01,1
39.5,40.0,0.5,0.0125,4.83,3.86,8.366823709871806,0.46134592216227555,18.6438,8.689972233601887,7.6948025547351335,5.0,0,1,5,4,1,0.06,1
38.3,40.0,1.7000000000000028,0.04250000000000007,5.2,4.16,8.793136812229896,0.4730962441314551,21.632,9.158828271969902,7.710922104580632,5.0,0,1,7,4,0,0.02,1
38.1,40.0,1.8999999999999986,0.047499999999999966,5.6,4.48,9.075321758659417,0.49364640936563053,25.088,9.482101197164354,7.703490635815924,5.0,0,1,6,4,0,-0.02,0
20.6,30.0,9.399999999999999,0.3133333333333333,4.0,3.2,6.977526598784845,0.4586152348824136,12.8,7.20083329133463,11.179258230649172,5.0,1,0,8,4,0,0.01,1
39.2,40.0,0.7999999999999972,0.019999999999999928,5.39,4.31,8.927735289527073,0.48276520979021015,23.230899999999995,9.31276778063409,7.755338812846501,5.0,0,1,16,4,0,0.03,1
37.0,40.0,3.0,0.075,4.74,3.79,8.215013901760893,0.461350406137184,17.9646,8.526319839597113,7.757525794123087,5.0,0,1,8,4,0,0.04,1
29.0,30.0,1.0,0.03333333333333333,3.33,2.66,5.8382649975902146,0.4556148104099307,8.857800000000001,5.993790591780262,11.208951802311562,5.0,1,0,13,4,0,0.06,1
31.8,40.0,8.2,0.205,4.76,3.81,8.247767384771654,0.46194319289782965,18.1356,8.561612238531863,7.730214337522412,5.0,0,1,21,4,1,0.02,1
31.3,40.0,8.7,0.21749999999999997,5.19,4.15,8.786002872670151,0.4723422084130022,21.538500000000003,9.15067558405542,7.734633207294051,5.0,0,1,1,4,1,0.02,1
35.5,40.0,4.5,0.1125,4.18,3.34,7.272268164888585,0.45927899305555525,13.961199999999998,7.515167329897587,7.740381753280226,5.0,0,1,14,4,0,0.02,1
36.8,40.0,3.200000000000003,0.08000000000000007,4.08,3.26,7.11278410834476,0.4583296709618036,13.300799999999999,7.344969346667855,7.769289885679535,5.0,0,1,1,4,1,0.05,1
25.0,30.0,5.0,0.16666666666666666,2.91,2.33,5.114029138798426,0.4556094493719386,6.7803,5.232969696406962,11.258570232412279,5.0,1,0,1,4,1,-0.02,0
38.4,40.0,1.6000000000000014,0.040000000000000036,3.16,2.53,5.542219414613603,0.45649582066869293,7.9948,5.6821861736348245,7.747601156472856,5.0,0,1,7,4,0,0.02,1
38.8,40.0,1.2000000000000028,0.030000000000000072,3.19,2.55,5.598407776610371,0.4554866493744282,8.1345,5.741266337292824,7.733298207566311,5.0,0,1,17,4,0,0.03,1
27.4,30.0,2.6000000000000014,0.08666666666666671,2.42,1.94,4.271140548201691,0.45421122955478765,4.6948,4.353787643987482,11.232733405540921,5.0,1,0,19,4,0,0.02,1
23.1,30.0,6.899999999999999,0.22999999999999995,2.47,1.98,4.364533466702825,0.45365673447242133,4.8906,4.450870942201122,11.235589684572592,5.0,1,0,23,4,1,0.03,1
35.2,40.0,4.799999999999997,0.11999999999999993,2.81,2.25,4.94070410000621,0.4554006786193029,6.3225,5.051633654985616,7.7676026354330805,5.0,0,1,17,5,0,0.02,1
39.5,40.0,0.5,0.0125,3.12,2.49,5.472204609645848,0.4550268452336158,7.768800000000001,5.60860850300666,7.770539743333151,5.0,0,1,2,5,1,0.05,1
26.9,30.0,3.1000000000000014,0.10333333333333337,2.28,1.83,4.0353338540825785,0.45349407661737207,4.1724,4.109028529335103,11.302413794453123,5.0,1,0,0,5,1,0.02,1
25.2,30.0,4.800000000000001,0.16000000000000003,2.46,1.97,4.350730863218422,0.45279748666013936,4.8462,4.436517831311695,11.288280662341963,5.0,1,0,20,5,0,0.02,1
15.3,40.0,24.7,0.6174999999999999,3.2,2.56,5.612930274742666,0.45608975609756125,8.192,5.75653204045367,7.73155784542113,5.0,0,1,2,5,1,-0.01,0
35.0,40.0,5.0,0.125,3.03,2.42,5.3227176042306095,0.45465496761964835,7.332599999999999,5.451695958804448,7.75043391573523,5.0,0,1,11,5,0,0.01,1
39.5,40.0,0.5,0.0125,2.96,2.37,5.202246720040227,0.4555723954556453,7.0152,5.325375234924081,7.753855279364278,5.0,0,1,7,5,0,0.02,1
26.2,30.0,3.8000000000000007,0.12666666666666668,2.27,1.81,4.006074994390707,0.45181380841206326,4.1087,4.078695480560481,11.30309292771569,5.0,1,0,13,5,0,0.02,1
36.3,40.0,3.700000000000003,0.09250000000000007,2.8,2.24,4.936824555910057,0.45373295620125137,6.272,5.047568367360186,7.745613006914262,5.0,0,1,1,5,1,0.02,1
19.6,30.0,10.399999999999999,0.3466666666666666,2.09,1.67,3.6946948535828694,0.45199943870345477,3.4902999999999995,3.756377882258668,11.300541323057443,5.0,1,0,7,5,0,0.02,1
18.8,30.0,11.2,0.3733333333333333,2.16,1.73,3.82955428277848,0.45174970042331464,3.7368,3.8958628625826024,11.275013520810596,5.0,1,0,15,5,0,0.01,1
23.9,30.0,6.100000000000001,0.2033333333333334,2.23,1.78,3.9370674298650488,0.45211316080024905,3.9694,4.007185584234478,11.278574216398919,5.0,1,0,16,5,0,0.02,1
35.9,40.0,4.100000000000001,0.10250000000000004,2.94,2.35,5.167863632430569,0.45473336123901154,6.909,5.289353543136252,7.722372024923095,5.0,0,1,17,5,0,0.01,1
29.6,30.0,0.3999999999999986,0.013333333333333286,2.27,1.82,4.021192249743688,0.4526020858903245,4.1314,4.0943665147996455,11.284746130356362,5.0,1,0,18,5,0,0.08,1
34.5,40.0,5.5,0.1375,2.9,2.32,5.100575641937777,0.45485062135429893,6.728,5.2188760158476635,7.7260273664709835,5.0,0,1,0,5,1,0.04,1
21.2,40.0,18.8,0.47000000000000003,3.1,2.48,5.446973977496706,0.45529866862696977,7.688,5.582101529230473,7.693144300441847,5.0,0,1,8,5,0,-0.05,0
13.5,40.0,26.5,0.6625,3.02,2.41,5.299958737733446,0.4547205212828975,7.278200000000001,5.42781289042405,7.685758181442548,5.0,0,1,13,5,0,-0.01,0
15.7,40.0,24.3,0.6075,3.63,2.91,6.353942280675929,0.45798338597599536,10.5633,6.53859039611548,7.686580030741452,5.0,0,1,17,5,0,-0.03,0
38.9,40.0,1.1000000000000014,0.027500000000000035,3.22,2.58,5.655186791572042,0.4562183523000494,8.3076,5.800995811270042,7.673692778257388,5.0,0,1,12,5,0,-0.05,0
39.2,40.0,0.7999999999999972,0.019999999999999928,3.7,2.96,6.4766732324136544,0.45702475542322524,10.952,6.668620702696555,7.656942470424755,5.0,0,1,18,5,0,-0.03,0
36.4,40.0,3.6000000000000014,0.09000000000000004,3.28,2.63,5.761032377001962,0.4565153999999997,8.626399999999999,5.912429819458042,7.656427039401893,5.0,0,1,10,5,0,0.07,1
27.6,30.0,2.3999999999999986,0.07999999999999995,2.35,1.88,4.150305222376671,0.45297873271195666,4.418,4.22829965625597,11.251360810729254,5.0,1,0,14,5,0,0.01,1
17.1,30.0,12.899999999999999,0.42999999999999994,2.27,1.81,4.004892833479811,0.4519471744334565,4.1087,4.077470097463604,11.2210251750018,5.0,1,0,8,5,0,0.03,1
35.8,40.0,4.200000000000003,0.10500000000000007,3.2,2.56,5.618282902453686,0.455655232114062,8.192,5.762168136183372,7.623099277299131,5.0,0,1,13,5,0,0.04,1
30.1,40.0,9.899999999999999,0.24749999999999997,4.01,3.2,6.986066217425457,0.4580546333812566,12.832,7.209932386269948,7.660279244310071,5.0,0,1,10,5,0,0.03,1
39.9,40.0,0.10000000000000142,0.0025000000000000356,3.42,2.74,6.000694042799304,0.4566138484077417,9.370800000000001,6.165116157462649,7.6514101954593565,5.0,0,1,22,5,1,0.02,1
39.3,40.0,0.7000000000000028,0.01750000000000007,3.5,2.8,6.121256527021634,0.45742242424242446,9.799999999999999,6.292456203074723,7.648620620750179,5.0,0,1,0,5,1,0.07,1
25.4,30.0,4.600000000000001,0.15333333333333338,2.37,1.89,4.1821120321747,0.45192476563503226,4.4793,4.261317663307263,11.248302150770243,5.0,1,0,4,5,1,0.04,1
39.2,40.0,0.7999999999999972,0.019999999999999928,3.45,2.76,6.051012343820572,0.4561220244111009,9.522,6.218245278184662,7.6346224947446455,5.0,0,1,18,5,0,0.02,1
38.1,40.0,1.8999999999999986,0.047499999999999966,3.66,2.93,6.401863453211742,0.45767924002347354,10.7238,6.589358997288278,7.6347191742858795,5.0,0,1,22,5,1,0.03,1
28.0,40.0,12.0,0.3,3.76,3.01,6.567457531938792,0.4583204360837963,11.317599999999999,6.764905785888859,7.637489900984338,5.0,0,1,1,5,1,-0.03,0
31.6,40.0,8.399999999999999,0.20999999999999996,3.43,2.74,6.0019347379845716,0.45651945907697133,9.398200000000001,6.166429104730879,7.631732298334521,5.0,0,1,14,5,0,0.02,1
36.9,40.0,3.1000000000000014,0.07750000000000004,3.5,2.8,6.135149610628443,0.45638658838071705,9.799999999999999,6.307131580486096,7.626706649223616,5.0,0,1,17,5,0,0.02,1
24.1,30.0,5.899999999999999,0.19666666666666663,3.09,2.47,5.4261976024947085,0.45519905114852643,7.6323,5.560291847921503,11.200704084842943,5.0,1,0,4,5,1,0.02,1
28.1,40.0,11.899999999999999,0.2975,4.57,3.66,7.9346969557797635,0.46126525315298855,16.726200000000002,8.224758964902088,7.598679991688983,5.0,0,1,7,5,0,-0.02,0
25.8,30.0,4.199999999999999,0.13999999999999999,3.18,2.54,5.583870503124466,0.4548816091954027,8.077200000000001,5.725972876152316,11.202668895137428,5.0,1,0,8,5,0,0.02,1
27.0,40.0,13.0,0.325,4.52,3.62,7.858833322847147,0.4606281684936568,16.362399999999997,8.1432669354677,7.597918010501123,5.0,0,1,9,5,0,-0.01,0
31.7,40.0,8.3,0.20750000000000002,4.3,3.44,7.484360060764006,0.4596251345567738,14.792,7.741893377646345,7.5968392157362805,5.0,0,1,12,5,0,-0.03,0
34.3,40.0,5.700000000000003,0.14250000000000007,3.89,3.11,6.78957993821906,0.45805484703016375,12.0979,7.0008326561732,7.597707360645542,5.0,0,1,14,5,0,0.04,1
38.5,40.0,1.5,0.0375,4.65,3.72,8.067880349109924,0.46108765115863465,17.298000000000002,8.367935955655467,7.60395280251199,5.0,0,1,8,5,0,0.02,1
34.0,40.0,6.0,0.15,4.37,3.5,7.608367623600653,0.4600198325253411,15.295,7.874644270146463,7.60935662218864,5.0,0,1,6,5,0,0.02,1
29.1,30.0,0.8999999999999986,0.029999999999999954,2.35,1.88,4.150684679403183,0.4529373212398107,4.418,4.22869325727761,11.206429787977983,5.0,1,0,14,5,0,0.01,1
32.9,40.0,7.100000000000001,0.17750000000000005,8.3,5.0,9.524026521451844,0.524988038277512,41.5,10.000239240173213,7.421751869913501,5.0,0,1,11,6,0,-0.08,0
26.0,30.0,4.0,0.13333333333333333,5.44,4.36,8.964660556433234,0.4863541650633018,23.718400000000003,9.355077845093643,11.02501054192898,5.0,1,0,16,6,0,0.02,1
32.3,40.0,7.700000000000003,0.19250000000000006,8.13,5.0,9.52337035777484,0.5250242101440505,40.650000000000006,9.999515820563103,7.409911431244281,5.0,0,1,18,6,0,-0.01,0
36.6,40.0,3.3999999999999986,0.08499999999999996,7.55,5.0,9.5241402058992,0.5249817717827198,37.75,10.000364577636804,7.4059454100724995,5.0,0,1,0,6,1,-0.03,0
33.8,40.0,6.200000000000003,0.15500000000000008,7.79,5.0,9.523642404248855,0.5250092126274409,38.95,9.999815750846022,7.395248814225017,5.0,0,1,10,6,0,-0.03,0
38.9,40.0,1.1000000000000014,0.027500000000000035,7.48,5.0,9.523584375978867,0.5250124115675809,37.400000000000006,9.999751774810113,7.384883468170169,5.0,0,1,21,6,1,0.03,1
31.3,40.0,8.7,0.21749999999999997,5.85,4.68,9.250734208061061,0.5059057902584492,27.377999999999997,9.684018001107022,7.4158491749750075,5.0,0,1,7,6,0,0.03,1
34.8,40.0,5.200000000000003,0.13000000000000006,4.82,3.86,8.358737338971379,0.4617922352941179,18.6052,8.681233516169923,7.417286064807186,5.0,0,1,4,6,1,0.03,1
29.3,30.0,0.6999999999999993,0.02333333333333331,3.13,2.5,5.495176208585639,0.4549444649461852,7.824999999999999,5.632744666402535,11.066381298053615,5.0,1,0,14,6,0,0.1,1
37.0,40.0,3.0,0.075,4.3,3.44,7.475914383989646,0.4601443814507928,14.792,7.732862699251328,7.4838966217891505,5.0,0,1,3,6,1,0.02,1
28.8,30.0,1.1999999999999993,0.03999999999999997,3.03,2.43,5.332523655076471,0.4556941810631598,7.3629,5.461972897267016,11.098091606857963,5.0,1,0,5,6,1,0.03,1
26.1,30.0,3.8999999999999986,0.12999999999999995,3.05,2.44,5.35456698662583,0.4556857736758955,7.441999999999999,5.4851018546670804,11.094071119743049,5.0,1,0,22,6,1,0.02,1
25.1,30.0,4.899999999999999,0.16333333333333327,2.84,1.42,2.2416784645679977,0.6334539151999453,4.0328,2.2735317149569325,11.064291861460685,11.0,1,0,2,6,1,0.03,1
27.4,30.0,2.6000000000000014,0.08666666666666671,2.87,2.3,5.054201862565599,0.4550669052289258,6.601,5.170344094758883,11.066544607947003,5.0,1,0,5,6,1,0.04,1
25.9,30.0,4.100000000000001,0.13666666666666671,3.44,2.75,6.027639613346258,0.4562316555739355,9.459999999999999,6.1935621034917085,11.040830690804215,5.0,1,0,15,6,0,0.02,1
25.1,40.0,14.899999999999999,0.37249999999999994,5.02,4.02,8.668767702557156,0.4637337321675098,20.180399999999995,9.016971658575052,7.430665587909144,5.0,0,1,16,6,0,0.05,1
34.6,40.0,5.399999999999999,0.13499999999999995,4.62,3.69,8.013073813986049,0.4604974427615356,17.0478,8.308992677316072,7.44330668552007,5.0,0,1,21,6,1,-0.04,0
25.8,30.0,4.199999999999999,0.13999999999999999,2.81,1.4,2.378589418075283,0.5885841370356628,3.9339999999999997,2.3493048862983312,11.070703681472802,5.0,1,0,0,6,1,0.03,1
38.7,40.0,1.2999999999999972,0.03249999999999993,4.63,2.31,3.455209178352059,0.6685557605232285,10.6953,3.4763598204395665,7.44734327141578,5.0,0,1,1,6,1,0.02,1
28.8,30.0,1.1999999999999993,0.03999999999999997,3.05,2.44,5.35366974317848,0.45576214392174463,7.441999999999999,5.484160238707422,11.050985238934048,5.0,1,0,2,6,1,0.01,1
31.5,40.0,8.5,0.2125,4.41,3.53,7.675774551274738,0.45988844206136337,15.5673,7.946878772814442,7.432318113717221,5.0,0,1,4,6,1,0.02,1
39.4,40.0,0.6000000000000014,0.015000000000000036,4.28,2.14,3.352162237244183,0.638393922651935,9.1592,3.4229857749883195,7.433719730240913,5.0,0,1,6,6,0,0.02,1
37.7,40.0,2.299999999999997,0.057499999999999926,4.28,3.42,7.449171169521007,0.45911147994467566,14.6376,7.704238692872358,7.432010323059789,5.0,0,1,9,6,0,0.01,1
39.2,40.0,0.7999999999999972,0.019999999999999928,4.62,2.31,3.6101186880454716,0.63986815936255,10.6722,3.694327514644844,7.4375302249065385,5.0,0,1,11,6,0,0.01,1
38.5,40.0,1.5,0.0375,4.5,3.6,7.82102277495258,0.46029785407725365,16.2,8.10265683683405,7.453191003343726,5.0,0,1,11,6,0,0.02,1
39.8,40.0,0.20000000000000284,0.005000000000000071,5.04,2.52,3.8412632031060157,0.6560341915550977,12.700800000000001,3.929287849094999,7.455778416767461,5.0,0,1,14,6,0,0.02,1
39.4,40.0,0.6000000000000014,0.015000000000000036,4.65,2.32,3.450648169206283,0.6723374526281088,10.788,3.515224530695229,7.453845724748402,5.0,0,1,18,6,0,0.03,1
35.4,40.0,4.600000000000001,0.11500000000000003,4.65,3.72,8.063721096970788,0.4613254792998053,17.298000000000002,8.363446232498696,7.4508350982774605,5.0,0,1,20,6,0,0.06,1
28.3,30.0,1.6999999999999993,0.05666666666666664,2.75,1.38,2.170945234221744,0.6356678087711928,3.795,2.2008064606004747,11.062065579337817,5.0,1,0,20,6,0,0.02,1
21.1,30.0,8.899999999999999,0.29666666666666663,2.81,2.24,4.940117355400497,0.4534305237812316,6.2944,5.051017982533801,11.055830005677253,5.0,1,0,23,6,1,0.04,1
38.4,40.0,1.6000000000000014,0.040000000000000036,3.86,1.93,3.026581378820181,0.6376831673868126,7.4498,3.084938683728587,7.4532605516276496,5.0,0,1,19,6,0,0.02,1
37.9,40.0,2.1000000000000014,0.05250000000000003,3.86,3.08,6.733658163322708,0.45740367647058894,11.8888,6.941391410260119,7.452489454399309,5.0,0,1,22,6,1,0.02,1
18.8,40.0,21.2,0.53,4.64,3.71,8.057634143934422,0.4604329178674353,17.214399999999998,8.356914925642721,7.4151149031049535,5.0,0,1,11,6,0,0.01,1
39.9,40.0,0.10000000000000142,0.0025000000000000356,4.09,3.27,7.125013071819486,0.45894652641878636,13.3743,7.3580320983950855,7.41863090149817,5.0,0,1,21,6,1,0.01,1
